 mode no    eigenvalue   Sum(1/eigenvalue)
         918   3.5454509       187.62784    
         919   3.5427797       187.91010    
         920   3.5381842       188.19272    
         921   3.5365100       188.47548    
         922   3.5351524       188.75835    
         923   3.5320961       189.04146    
         924   3.5282264       189.32489    
         925   3.5254607       189.60854    
         926   3.5241845       189.89229    
         927   3.5185022       190.17650    
         928   3.5157261       190.46094    
         929   3.5147955       190.74545    
         930   3.5107341       191.03029    
         931   3.5081961       191.31534    
         932   3.5045595       191.60068    
         933   3.5007226       191.88634    
         934   3.4966280       192.17233    
         935   3.4954555       192.45842    
         936   3.4921634       192.74478    
         937   3.4911330       193.03122    
         938   3.4887571       193.31786    
         939   3.4836855       193.60490    
         940   3.4821413       193.89209    
         941   3.4806602       194.17940    
         942   3.4732497       194.46732    
         943   3.4695809       194.75554    
         944   3.4677289       195.04391    
         945   3.4662197       195.33241    
         946   3.4633336       195.62115    
         947   3.4583330       195.91031    
         948   3.4578137       196.19951    
         949   3.4551783       196.48892    
         950   3.4490101       196.77885    
         951   3.4466033       197.06900    
         952   3.4448674       197.35928    
         953   3.4398251       197.64999    
         954   3.4369855       197.94095    
         955   3.4328644       198.23225    
         956   3.4271326       198.52405    
         957   3.4250636       198.81601    
         958   3.4231398       199.10814    
         959   3.4202757       199.40051    
         960   3.4194062       199.69296    
         961   3.4181645       199.98552    
         962   3.4177577       200.27811    
         963   3.4125834       200.57114    
         964   3.4058692       200.86475    
         965   3.4017591       201.15871    
         966   3.3994575       201.45287    
         967   3.3977187       201.74718    
         968   3.3957174       202.04167    
         969   3.3919375       202.33649    
         970   3.3899984       202.63147    
         971   3.3893707       202.92651    
         972   3.3856156       203.22188    
         973   3.3835950       203.51743    
         974   3.3793800       203.81334    
         975   3.3754439       204.10960    
         976   3.3752427       204.40588    
         977   3.3733833       204.70232    
         978   3.3713386       204.99893    
         979   3.3686967       205.29578    
         980   3.3668253       205.59279    
         981   3.3606865       205.89035    
         982   3.3569150       206.18825    
         983   3.3557329       206.48625    
         984   3.3533251       206.78447    
         985   3.3502202       207.08296    
         986   3.3463774       207.38179    
         987   3.3407910       207.68112    
         988   3.3397677       207.98055    
         989   3.3345697       208.28044    
         990   3.3334908       208.58043    
         991   3.3297541       208.88075    
         992   3.3271041       209.18132    
         993   3.3232765       209.48222    
         994   3.3218796       209.78326    
         995   3.3183050       210.08463    
         996   3.3172336       210.38608    
         997   3.3137877       210.68785    
         998   3.3090770       210.99005    
         999   3.3075094       211.29239    
        1000   3.3052371       211.59494    
        1001   3.3021381       211.89778    
        1002   3.3001051       212.20081    
        1003   3.2976217       212.50406    
        1004   3.2968652       212.80737    
        1005   3.2896702       213.11136    
        1006   3.2887275       213.41542    
        1007   3.2866526       213.71968    
        1008   3.2833655       214.02425    
        1009   3.2818191       214.32895    
        1010   3.2782762       214.63399    
        1011   3.2758029       214.93925    
        1012   3.2695098       215.24512    
        1013   3.2685888       215.55106    
        1014   3.2652075       215.85732    
        1015   3.2616153       216.16391    
        1016   3.2582860       216.47083    
        1017   3.2555611       216.77798    
        1018   3.2525711       217.08543    
        1019   3.2515016       217.39299    
        1020   3.2463851       217.70102    
        1021   3.2426710       218.00940    
        1022   3.2388899       218.31815    
        1023   3.2387040       218.62691    
        1024   3.2341144       218.93611    
        1025   3.2311287       219.24561    
        1026   3.2301729       219.55519    
        1027   3.2267511       219.86510    
        1028   3.2248380       220.17519    
        1029   3.2185163       220.48589    
        1030   3.2176456       220.79668    
        1031   3.2152388       221.10770    
        1032   3.2117844       221.41905    
        1033   3.2095089       221.73062    
        1034   3.2058685       222.04256    
        1035   3.2055819       222.35451    
        1036   3.2016261       222.66685    
        1037   3.1980021       222.97955    
        1038   3.1968608       223.29236    
        1039   3.1957238       223.60527    
        1040   3.1924682       223.91850    
        1041   3.1912987       224.23186    
        1042   3.1892483       224.54541    
        1043   3.1862285       224.85927    
        1044   3.1855550       225.17319    
        1045   3.1826036       225.48740    
        1046   3.1808782       225.80177    
        1047   3.1761506       226.11662    
        1048   3.1721978       226.43185    
        1049   3.1706467       226.74725    
        1050   3.1684287       227.06287    
        1051   3.1642323       227.37891    
        1052   3.1620920       227.69516    
        1053   3.1608517       228.01154    
        1054   3.1575639       228.32823    
        1055   3.1547837       228.64522    
        1056   3.1528628       228.96239    
        1057   3.1525300       229.27959    
        1058   3.1493289       229.59712    
        1059   3.1455963       229.91502    
        1060   3.1421986       230.23328    
        1061   3.1370890       230.55205    
        1062   3.1353581       230.87099    
        1063   3.1326866       231.19020    
        1064   3.1311939       231.50957    
        1065   3.1277509       231.82928    
        1066   3.1259096       232.14919    
        1067   3.1242869       232.46925    
        1068   3.1217341       232.78958    
        1069   3.1193030       233.11017    
        1070   3.1169407       233.43100    
        1071   3.1139491       233.75214    
        1072   3.1118064       234.07349    
        1073   3.1080141       234.39523    
        1074   3.1070242       234.71709    
        1075   3.1045833       235.03918    
        1076   3.1013978       235.36162    
        1077   3.0990012       235.68430    
        1078   3.0956187       236.00734    
        1079   3.0936496       236.33058    
        1080   3.0897961       236.65422    
        1081   3.0871983       236.97813    
        1082   3.0849972       237.30228    
        1083   3.0847459       237.62645    
        1084   3.0819068       237.95093    
        1085   3.0779121       238.27582    
        1086   3.0755632       238.60097    
        1087   3.0724185       238.92644    
        1088   3.0715079       239.25201    
        1089   3.0673816       239.57802    
        1090   3.0656476       239.90422    
        1091   3.0625412       240.23074    
        1092   3.0609102       240.55745    
        1093   3.0564599       240.88463    
        1094   3.0560014       241.21185    
        1095   3.0540078       241.53929    
        1096   3.0519216       241.86696    
        1097   3.0490286       242.19493    
        1098   3.0445993       242.52338    
        1099   3.0431676       242.85197    
        1100   3.0419409       243.18071    
        1101   3.0351582       243.51018    
        1102   3.0332942       243.83986    
        1103   3.0312161       244.16975    
        1104   3.0289118       244.49991    
        1105   3.0253084       244.83046    
        1106   3.0204473       245.16153    
        1107   3.0194392       245.49272    
        1108   3.0160975       245.82428    
        1109   3.0153687       246.15591    
        1110   3.0134919       246.48776    
        1111   3.0119376       246.81978    
        1112   3.0104425       247.15196    
        1113   3.0094779       247.48425    
        1114   3.0053401       247.81700    
        1115   3.0030131       248.14999    
        1116   3.0001984       248.48331    
        1117   2.9993017       248.81671    
        1118   2.9953871       249.15056    
        1119   2.9929159       249.48468    
        1120   2.9911678       249.81900    
        1121   2.9880416       250.15367    
        1122   2.9860661       250.48856    
        1123   2.9818261       250.82391    
        1124   2.9782808       251.15968    
        1125   2.9764562       251.49565    
        1126   2.9742875       251.83186    
        1127   2.9711959       252.16843    
        1128   2.9671764       252.50545    
        1129   2.9649413       252.84273    
        1130   2.9624405       253.18028    
        1131   2.9572895       253.51843    
        1132   2.9559591       253.85674    
        1133   2.9538736       254.19527    
        1134   2.9500999       254.53424    
        1135   2.9484205       254.87340    
        1136   2.9463441       255.21280    
        1137   2.9443684       255.55243    
        1138   2.9399152       255.89258    
        1139   2.9364889       256.23312    
        1140   2.9355917       256.57376    
        1141   2.9333012       256.91467    
        1142   2.9299872       257.25598    
        1143   2.9267023       257.59766    
        1144   2.9243414       257.93961    
        1145   2.9229352       258.28174    
        1146   2.9214113       258.62402    
        1147   2.9193316       258.96655    
        1148   2.9173713       259.30933    
        1149   2.9146776       259.65240    
        1150   2.9128835       259.99570    
        1151   2.9102356       260.33932    
        1152   2.9080999       260.68320    
        1153   2.9057016       261.02734    
        1154   2.9023991       261.37189    
        1155   2.9014876       261.71655    
        1156   2.8993685       262.06146    
        1157   2.8938262       262.40701    
        1158   2.8884354       262.75323    
        1159   2.8856423       263.09979    
        1160   2.8851624       263.44638    
        1161   2.8832266       263.79321    
        1162   2.8807323       264.14035    
        1163   2.8777149       264.48785    
        1164   2.8754315       264.83563    
        1165   2.8736811       265.18362    
        1166   2.8702528       265.53201    
        1167   2.8690925       265.88055    
        1168   2.8682292       266.22919    
        1169   2.8675528       266.57791    
        1170   2.8631394       266.92719    
        1171   2.8544827       267.27750    
        1172   2.8535004       267.62793    
        1173   2.8517306       267.97861    
        1174   2.8497062       268.32953    
        1175   2.8446643       268.68106    
        1176   2.8422694       269.03290    
        1177   2.8403552       269.38498    
        1178   2.8387637       269.73724    
        1179   2.8362393       270.08981    
        1180   2.8347228       270.44260    
        1181   2.8313999       270.79578    
        1182   2.8306623       271.14905    
        1183   2.8267469       271.50281    
        1184   2.8258872       271.85669    
        1185   2.8215892       272.21109    
        1186   2.8200068       272.56570    
        1187   2.8185587       272.92050    
        1188   2.8162348       273.27557    
        1189   2.8151038       273.63080    
        1190   2.8118553       273.98645    
        1191   2.8088093       274.34247    
        1192   2.8057196       274.69888    
        1193   2.8049114       275.05539    
        1194   2.8022754       275.41223    
        1195   2.8011439       275.76923    
        1196   2.7987616       276.12653    
        1197   2.7967877       276.48407    
        1198   2.7937827       276.84201    
        1199   2.7907252       277.20035    
        1200   2.7862554       277.55927    
        1201   2.7849514       277.91833    
        1202   2.7811017       278.27789    
        1203   2.7801766       278.63757    
        1204   2.7788291       278.99744    
        1205   2.7748933       279.35782    
        1206   2.7740252       279.71829    
        1207   2.7710018       280.07916    
        1208   2.7700832       280.44016    
        1209   2.7673025       280.80151    
        1210   2.7641873       281.16327    
        1211   2.7616596       281.52536    
        1212   2.7588840       281.88782    
        1213   2.7568495       282.25055    
        1214   2.7533545       282.61374    
        1215   2.7511852       282.97723    
        1216   2.7489402       283.34100    
        1217   2.7481236       283.70490    
        1218   2.7439744       284.06934    
        1219   2.7430346       284.43390    
        1220   2.7411439       284.79871    
        1221   2.7391746       285.16379    
        1222   2.7359772       285.52930    
        1223   2.7348866       285.89493    
        1224   2.7330084       286.26083    
        1225   2.7310402       286.62698    
        1226   2.7283816       286.99350    
        1227   2.7247763       287.36050    
        1228   2.7239077       287.72763    
        1229   2.7208500       288.09515    
        1230   2.7171478       288.46320    
        1231   2.7159314       288.83139    
        1232   2.7143185       289.19980    
        1233   2.7089629       289.56894    
        1234   2.7078655       289.93823    
        1235   2.7059300       290.30780    
        1236   2.7005126       290.67810    
        1237   2.6989524       291.04861    
        1238   2.6956944       291.41959    
        1239   2.6943834       291.79074    
        1240   2.6929159       292.16208    
        1241   2.6916463       292.53360    
        1242   2.6878159       292.90564    
        1243   2.6846452       293.27814    
        1244   2.6834662       293.65079    
        1245   2.6817527       294.02368    
        1246   2.6772668       294.39719    
        1247   2.6757360       294.77090    
        1248   2.6745825       295.14481    
        1249   2.6723654       295.51901    
        1250   2.6674225       295.89392    
        1251   2.6669443       296.26889    
        1252   2.6634007       296.64435    
        1253   2.6629031       297.01987    
        1254   2.6613898       297.39560    
        1255   2.6578352       297.77185    
        1256   2.6545517       298.14856    
        1257   2.6521344       298.52560    
        1258   2.6501727       298.90292    
        1259   2.6477156       299.28061    
        1260   2.6425710       299.65903    
        1261   2.6411600       300.03766    
        1262   2.6387928       300.41663    
        1263   2.6363664       300.79593    
        1264   2.6338887       301.17560    
        1265   2.6334162       301.55533    
        1266   2.6306560       301.93546    
        1267   2.6246634       302.31647    
        1268   2.6231511       302.69769    
        1269   2.6221395       303.07907    
        1270   2.6209679       303.46060    
        1271   2.6164534       303.84280    
        1272   2.6158245       304.22510    
        1273   2.6142495       304.60760    
        1274   2.6124129       304.99039    
        1275   2.6114953       305.37332    
        1276   2.6072912       305.75687    
        1277   2.6055124       306.14066    
        1278   2.6030147       306.52481    
        1279   2.6019866       306.90912    
        1280   2.5974600       307.29410    
        1281   2.5965910       307.67923    
        1282   2.5922658       308.06500    
        1283   2.5898359       308.45114    
        1284   2.5876894       308.83759    
        1285   2.5853612       309.22437    
        1286   2.5837786       309.61139    
        1287   2.5828159       309.99857    
        1288   2.5771244       310.38660    
        1289   2.5748489       310.77496    
        1290   2.5723865       311.16370    
        1291   2.5715914       311.55255    
        1292   2.5679655       311.94196    
        1293   2.5645390       312.33188    
        1294   2.5638371       312.72192    
        1295   2.5608187       313.11243    
        1296   2.5556521       313.50372    
        1297   2.5524061       313.89551    
        1298   2.5483451       314.28793    
        1299   2.5472846       314.68051    
        1300   2.5450799       315.07343    
        1301   2.5428309       315.46667    
        1302   2.5412631       315.86017    
        1303   2.5391459       316.25400    
        1304   2.5373695       316.64810    
        1305   2.5308332       317.04324    
        1306   2.5281508       317.43878    
        1307   2.5229425       317.83514    
        1308   2.5196710       318.23203    
        1309   2.5183423       318.62912    
        1310   2.5156386       319.02664    
        1311   2.5148575       319.42429    
        1312   2.5130830       319.82220    
        1313   2.5057404       320.22128    
        1314   2.5049443       320.62048    
        1315   2.5031810       321.01999    
        1316   2.5009923       321.41983    
        1317   2.4974685       321.82022    
        1318   2.4953771       322.22095    
        1319   2.4939873       322.62192    
        1320   2.4903631       323.02347    
        1321   2.4869764       323.42557    
        1322   2.4861455       323.82779    
        1323   2.4844761       324.23029    
        1324   2.4839280       324.63287    
        1325   2.4815390       325.03586    
        1326   2.4805319       325.43900    
        1327   2.4785600       325.84247    
        1328   2.4758229       326.24637    
        1329   2.4748590       326.65042    
        1330   2.4724028       327.05490    
        1331   2.4677296       327.46014    
        1332   2.4663439       327.86560    
        1333   2.4633384       328.27155    
        1334   2.4617100       328.67776    
        1335   2.4587102       329.08447    
        1336   2.4541578       329.49194    
        1337   2.4535875       329.89951    
        1338   2.4510522       330.30750    
        1339   2.4496117       330.71573    
        1340   2.4466932       331.12445    
        1341   2.4440684       331.53360    
        1342   2.4434080       331.94287    
        1343   2.4424455       332.35229    
        1344   2.4393115       332.76224    
        1345   2.4376793       333.17245    
        1346   2.4364364       333.58289    
        1347   2.4323473       333.99402    
        1348   2.4298308       334.40558    
        1349   2.4258189       334.81781    
        1350   2.4235280       335.23044    
        1351   2.4203141       335.64362    
        1352   2.4197240       336.05688    
        1353   2.4174736       336.47055    
        1354   2.4145656       336.88470    
        1355   2.4129086       337.29913    
        1356   2.4086032       337.71432    
        1357   2.4072125       338.12973    
        1358   2.4044278       338.54562    
        1359   2.4029162       338.96179    
        1360   2.4007969       339.37833    
        1361   2.3933301       339.79614    
        1362   2.3918660       340.21423    
        1363   2.3893223       340.63275    
        1364   2.3868284       341.05173    
        1365   2.3839178       341.47119    
        1366   2.3813789       341.89111    
        1367   2.3793390       342.31140    
        1368   2.3766723       342.73215    
        1369   2.3732369       343.15350    
        1370   2.3704321       343.57538    
        1371   2.3687344       343.99756    
        1372   2.3647528       344.42044    
        1373   2.3631158       344.84360    
        1374   2.3619325       345.26697    
        1375   2.3598602       345.69073    
        1376   2.3559961       346.11517    
        1377   2.3533461       346.54010    
        1378   2.3490865       346.96579    
        1379   2.3464074       347.39197    
        1380   2.3428485       347.81879    
        1381   2.3398540       348.24615    
        1382   2.3382120       348.67383    
        1383   2.3350606       349.10208    
        1384   2.3343377       349.53046    
        1385   2.3316905       349.95932    
        1386   2.3250947       350.38940    
        1387   2.3220189       350.82007    
        1388   2.3185956       351.25137    
        1389   2.3144109       351.68344    
        1390   2.3137901       352.11563    
        1391   2.3102441       352.54849    
        1392   2.3085938       352.98166    
        1393   2.3072782       353.41507    
        1394   2.3055243       353.84882    
        1395   2.3013875       354.28333    
        1396   2.2996247       354.71817    
        1397   2.2955711       355.15378    
        1398   2.2935464       355.58978    
        1399   2.2899299       356.02649    
        1400   2.2871301       356.46371    
        1401   2.2866509       356.90103    
        1402   2.2805943       357.33951    
        1403   2.2790623       357.77829    
        1404   2.2750256       358.21783    
        1405   2.2694077       358.65848    
        1406   2.2664666       359.09970    
        1407   2.2651935       359.54117    
        1408   2.2597795       359.98370    
        1409   2.2585056       360.42648    
        1410   2.2550883       360.86993    
        1411   2.2529967       361.31378    
        1412   2.2483938       361.75854    
        1413   2.2469027       362.20361    
        1414   2.2446415       362.64911    
        1415   2.2399478       363.09555    
        1416   2.2397146       363.54202    
        1417   2.2385924       363.98874    
        1418   2.2377305       364.43561    
        1419   2.2358577       364.88287    
        1420   2.2338293       365.33054    
        1421   2.2324440       365.77847    
        1422   2.2313321       366.22662    
        1423   2.2242191       366.67621    
        1424   2.2207658       367.12650    
        1425   2.2184303       367.57727    
        1426   2.2106323       368.02963    
        1427   2.2083700       368.48245    
        1428   2.2078750       368.93536    
        1429   2.2030816       369.38928    
        1430   2.2006600       369.84369    
        1431   2.1985321       370.29852    
        1432   2.1939161       370.75433    
        1433   2.1914923       371.21063    
        1434   2.1877000       371.66772    
        1435   2.1827340       372.12585    
        1436   2.1817200       372.58420    
        1437   2.1786108       373.04321    
        1438   2.1735539       373.50330    
        1439   2.1713002       373.96384    
        1440   2.1689136       374.42490    
        1441   2.1617296       374.88748    
        1442   2.1586103       375.35074    
        1443   2.1543868       375.81491    
        1444   2.1514432       376.27972    
        1445   2.1477439       376.74533    
        1446   2.1428216       377.21201    
        1447   2.1410348       377.67908    
        1448   2.1398883       378.14639    
        1449   2.1370330       378.61432    
        1450   2.1353395       379.08264    
        1451   2.1306586       379.55197    
        1452   2.1286330       380.02176    
        1453   2.1265204       380.49200    
        1454   2.1223233       380.96320    
        1455   2.1184301       381.43524    
        1456   2.1174235       381.90750    
        1457   2.1123238       382.38092    
        1458   2.1082835       382.85526    
        1459   2.1025059       383.33087    
        1460   2.0987206       383.80734    
        1461   2.0976963       384.28406    
        1462   2.0965025       384.76105    
        1463   2.0900686       385.23950    
        1464   2.0899951       385.71799    
        1465   2.0842648       386.19778    
        1466   2.0808091       386.67838    
        1467   2.0793605       387.15930    
        1468   2.0763040       387.64093    
        1469   2.0753121       388.12277    
        1470   2.0673151       388.60651    
        1471   2.0640938       389.09097    
        1472   2.0626478       389.57578    
        1473   2.0563917       390.06207    
        1474   2.0548961       390.54871    
        1475   2.0542600       391.03549    
        1476   2.0470386       391.52402    
        1477   2.0448825       392.01303    
        1478   2.0419316       392.50278    
        1479   2.0407081       392.99280    
        1480   2.0327067       393.48474    
        1481   2.0312343       393.97705    
        1482   2.0266118       394.47049    
        1483   2.0256457       394.96417    
        1484   2.0234156       395.45837    
        1485   2.0183802       395.95383    
        1486   2.0169811       396.44962    
        1487   2.0160244       396.94565    
        1488   2.0088298       397.44345    
        1489   2.0072763       397.94165    
        1490   2.0060711       398.44012    
        1491   1.9989114       398.94040    
        1492   1.9966561       399.44122    
        1493   1.9942551       399.94266    
        1494   1.9929175       400.44443    
        1495   1.9880756       400.94742    
        1496   1.9852536       401.45114    
        1497   1.9831539       401.95538    
        1498   1.9799329       402.46045    
        1499   1.9755094       402.96664    
        1500   1.9720353       403.47372    
        1501   1.9670749       403.98209    
        1502   1.9639432       404.49127    
        1503   1.9615445       405.00107    
        1504   1.9582384       405.51172    
        1505   1.9529279       406.02377    
        1506   1.9503682       406.53650    
        1507   1.9497027       407.04941    
        1508   1.9448419       407.56360    
        1509   1.9397584       408.07913    
        1510   1.9377776       408.59518    
        1511   1.9335123       409.11237    
        1512   1.9329009       409.62973    
        1513   1.9286685       410.14822    
        1514   1.9283900       410.66678    
        1515   1.9217999       411.18713    
        1516   1.9183179       411.70844    
        1517   1.9162414       412.23029    
        1518   1.9137204       412.75284    
        1519   1.9109310       413.27615    
        1520   1.9077963       413.80032    
        1521   1.9046876       414.32535    
        1522   1.9011438       414.85135    
        1523   1.8975568       415.37836    
        1524   1.8954438       415.90594    
        1525   1.8919507       416.43451    
        1526   1.8917427       416.96313    
        1527   1.8896877       417.49231    
        1528   1.8837209       418.02316    
        1529   1.8788966       418.55539    
        1530   1.8720803       419.08957    
        1531   1.8705549       419.62418    
        1532   1.8665534       420.15991    
        1533   1.8577528       420.69821    
        1534   1.8562107       421.23694    
        1535   1.8530871       421.77658    
        1536   1.8479470       422.31772    
        1537   1.8437985       422.86008    
        1538   1.8396884       423.40366    
        1539   1.8380790       423.94769    
        1540   1.8357514       424.49243    
        1541   1.8316872       425.03839    
        1542   1.8297998       425.58490    
        1543   1.8262166       426.13248    
        1544   1.8246955       426.68051    
        1545   1.8210578       427.22964    
        1546   1.8125787       427.78134    
        1547   1.8106602       428.33362    
        1548   1.8072196       428.88696    
        1549   1.8045146       429.44113    
        1550   1.8017141       429.99615    
        1551   1.7970109       430.55264    
        1552   1.7942454       431.10999    
        1553   1.7899970       431.66864    
        1554   1.7853870       432.22873    
        1555   1.7773831       432.79135    
        1556   1.7734050       433.35522    
        1557   1.7713947       433.91974    
        1558   1.7661581       434.48593    
        1559   1.7622869       435.05338    
        1560   1.7594382       435.62173    
        1561   1.7573178       436.19080    
        1562   1.7523806       436.76144    
        1563   1.7473212       437.33374    
        1564   1.7418572       437.90784    
        1565   1.7397777       438.48264    
        1566   1.7357845       439.05875    
        1567   1.7295029       439.63693    
        1568   1.7278786       440.21567    
        1569   1.7219521       440.79642    
        1570   1.7175355       441.37863    
        1571   1.7135563       441.96222    
        1572   1.7114249       442.54654    
        1573   1.7084450       443.13187    
        1574   1.7041849       443.71866    
        1575   1.7004838       444.30673    
        1576   1.6980891       444.89563    
        1577   1.6914146       445.48685    
        1578   1.6857203       446.08008    
        1579   1.6780902       446.67599    
        1580   1.6754106       447.27286    
        1581   1.6718605       447.87100    
        1582   1.6640741       448.47192    
        1583   1.6614951       449.07379    
        1584   1.6557328       449.67776    
        1585   1.6513237       450.28333    
        1586   1.6410919       450.89267    
        1587   1.6372656       451.50345    
        1588   1.6341491       452.11539    
        1589   1.6313053       452.72839    
        1590   1.6168615       453.34686    
        1591   1.6154104       453.96591    
        1592   1.6076714       454.58792    
        1593   1.6054462       455.21082    
        1594   1.6015767       455.83521    
        1595   1.5932554       456.46286    
        1596   1.5884221       457.09241    
        1597   1.5866010       457.72269    
        1598   1.5801514       458.35553    
        1599   1.5784187       458.98907    
        1600   1.5758482       459.62366    
        1601   1.5726286       460.25952    
        1602   1.5625864       460.89948    
        1603   1.5610980       461.54004    
        1604   1.5560447       462.18271    
        1605   1.5503637       462.82773    
        1606   1.5468829       463.47418    
        1607   1.5422270       464.12259    
        1608   1.5398049       464.77203    
        1609   1.5361766       465.42300    
        1610   1.5295569       466.07678    
        1611   1.5219482       466.73383    
        1612   1.5173191       467.39288    
        1613   1.5133655       468.05365    
        1614   1.5085276       468.71655    
        1615   1.5047165       469.38113    
        1616   1.5043336       470.04587    
        1617   1.4939622       470.71524    
        1618   1.4879426       471.38730    
        1619   1.4846191       472.06088    
        1620   1.4785737       472.73721    
        1621   1.4653810       473.41962    
        1622   1.4594468       474.10480    
        1623   1.4446789       474.79700    
        1624   1.4438964       475.48956    
        1625   1.4366007       476.18564    
        1626   1.4321504       476.88388    
        1627   1.4288750       477.58374    
        1628   1.4281633       478.28394    
        1629   1.4189150       478.98871    
        1630   1.4175415       479.69415    
        1631   1.4107411       480.40302    
        1632   1.4047551       481.11487    
        1633   1.4024860       481.82788    
        1634   1.3974487       482.54346    
        1635   1.3850259       483.26547    
        1636   1.3830483       483.98853    
        1637   1.3787297       484.71384    
        1638   1.3736770       485.44180    
        1639   1.3718755       486.17075    
        1640   1.3706611       486.90033    
        1641   1.3608384       487.63516    
        1642   1.3579776       488.37155    
        1643   1.3469574       489.11395    
        1644   1.3402922       489.86005    
        1645   1.3369732       490.60800    
        1646   1.3320272       491.35873    
        1647   1.3296945       492.11078    
        1648   1.3270288       492.86435    
        1649   1.3222483       493.62064    
        1650   1.3193438       494.37860    
        1651   1.3175102       495.13760    
        1652   1.3135495       495.89890    
        1653   1.3098677       496.66232    
        1654   1.2997342       497.43170    
        1655   1.2910682       498.20627    
        1656   1.2881054       498.98260    
        1657   1.2818776       499.76273    
        1658   1.2750938       500.54700    
        1659   1.2668076       501.33640    
        1660   1.2555759       502.13284    
        1661   1.2551082       502.92960    
        1662   1.2526134       503.72794    
        1663   1.2498188       504.52805    
        1664   1.2443322       505.33170    
        1665   1.2406164       506.13776    
        1666   1.2361250       506.94675    
        1667   1.2328117       507.75790    
        1668   1.2221966       508.57611    
        1669   1.2168376       509.39792    
        1670   1.2096918       510.22458    
        1671   1.2078283       511.05252    
        1672   1.1989516       511.88660    
        1673   1.1927869       512.72498    
        1674   1.1894445       513.56567    
        1675   1.1811173       514.41235    
        1676   1.1721995       515.26544    
        1677   1.1700490       516.12012    
        1678   1.1675432       516.97662    
        1679   1.1625395       517.83679    
        1680   1.1577975       518.70050    
        1681   1.1490790       519.57074    
        1682   1.1422865       520.44617    
        1683   1.1325063       521.32916    
        1684   1.1261883       522.21710    
        1685   1.1185968       523.11108    
        1686   1.1161672       524.00702    
        1687   1.1121722       524.90619    
        1688   1.1077036       525.80896    
        1689   1.1011250       526.71710    
        1690   1.0974110       527.62836    
        1691   1.0953292       528.54132    
        1692   1.0823284       529.46527    
        1693   1.0741313       530.39624    
        1694   1.0612994       531.33850    
        1695   1.0595995       532.28223    
        1696   1.0547141       533.23035    
        1697   1.0529838       534.18005    
        1698   1.0450809       535.13690    
        1699   1.0433410       536.09534    
        1700   1.0322232       537.06415    
        1701   1.0289733       538.03601    
        1702   1.0278344       539.00891    
        1703   1.0228227       539.98657    
        1704   1.0169249       540.96991    
        1705   1.0123557       541.95770    
        1706   1.0038509       542.95386    
        1707   1.0012003       543.95264    
        1708  0.99934042       544.95331    
        1709  0.98946375       545.96393    
        1710  0.98426312       546.97992    
        1711  0.97691911       548.00354    
        1712  0.96857166       549.03601    
        1713  0.96235144       550.07513    
        1714  0.95927972       551.11755    
        1715  0.95600748       552.16357    
        1716  0.94327837       553.22369    
        1717  0.94227815       554.28497    
        1718  0.94040400       555.34833    
        1719  0.93625182       556.41644    
        1720  0.93104351       557.49048    
        1721  0.92796582       558.56812    
        1722  0.91565567       559.66022    
        1723  0.90295154       560.76770    
        1724  0.90076768       561.87787    
        1725  0.89589155       562.99408    
        1726  0.89103830       564.11639    
        1727  0.88586742       565.24524    
        1728  0.87960148       566.38214    
        1729  0.86881572       567.53314    
        1730  0.86115408       568.69440    
        1731  0.85013032       569.87067    
        1732  0.84694451       571.05139    
        1733  0.84120315       572.24017    
        1734  0.83527797       573.43738    
        1735  0.83310199       574.63770    
        1736  0.82759130       575.84601    
        1737  0.82060164       577.06464    
        1738  0.81669742       578.28906    
        1739  0.80552679       579.53046    
        1740  0.79569823       580.78723    
        1741  0.79403305       582.04663    
        1742  0.78979045       583.31281    
        1743  0.78543407       584.58600    
        1744  0.77597302       585.87469    
        1745  0.76711392       587.17828    
        1746  0.76306915       588.48877    
        1747  0.75456280       589.81403    
        1748  0.75213879       591.14355    
        1749  0.75098634       592.47516    
        1750  0.74561620       593.81635    
        1751  0.73666853       595.17383    
        1752  0.72060406       596.56152    
        1753  0.71594566       597.95825    
        1754  0.70377737       599.37915    
        1755  0.70083904       600.80603    
        1756  0.69831496       602.23804    
        1757  0.68838561       603.69073    
        1758  0.68141490       605.15826    
        1759  0.67783493       606.63354    
        1760  0.66836125       608.12976    
        1761  0.65928972       609.64655    
        1762  0.65250617       611.17908    
        1763  0.64602959       612.72699    
        1764  0.63803732       614.29431    
        1765  0.62690616       615.88947    
        1766  0.62591660       617.48712    
        1767  0.62289715       619.09253    
        1768  0.61201555       620.72650    
        1769  0.60488564       622.37970    
        1770  0.58769816       624.08124    
        1771  0.58522862       625.78998    
        1772  0.58442456       627.50104    
        1773  0.58047366       629.22375    
        1774  0.56088138       631.00665    
        1775  0.54230261       632.85065    
        1776  0.53486890       634.72028    
        1777  0.52023262       636.64252    
        1778  0.51579803       638.58124    
        1779  0.50293571       640.56958    
        1780  0.49515566       642.58917    
        1781  0.48872659       644.63531    
        1782  0.48033810       646.71716    
        1783  0.47623780       648.81696    
        1784  0.47012439       650.94403    
        1785  0.45737472       653.13043    
        1786  0.45277172       655.33905    
        1787  0.43890792       657.61743    
        1788  0.42616108       659.96399    
        1789  0.40920168       662.40778    
        1790  0.40742889       664.86218    
        1791  0.39226791       667.41144    
        1792  0.38450766       670.01215    
        1793  0.38021693       672.64221    
        1794  0.37458938       675.31183    
        1795  0.36410281       678.05829    
